id;nom;decision;ecrite_le_26_09;qid;wikidata_libelle;naissance;mort;pays;langue;signaux;candidats_et_motifs
1;Élisée Reclus;acceptée;oui;Q20951;Élisée Reclus;1830;1905;FR;fr;biblio+metier+anarchisme;Q20951 {biblio+metier+anarchisme}
2;Francesco Codello;introuvable;;;;;;;;;
3;Mikhail Bakunin;acceptée;oui;Q27645;Mikhaïl Bakounine;1814;1876;RU;ru;biblio+metier+anarchisme;Q27645 {biblio+metier+anarchisme} | Q4076109 [naissance 1764 ≠ 1814, mort 1837 ≠ 1876] | Q56750716 [naissance 1730 ≠ 1814, mort 1803 ≠ 1876]
4;Errico Malatesta;acceptée;oui;Q215673;Errico Malatesta;1853;1932;IT;it;biblio+metier+anarchisme;Q215673 {biblio+metier+anarchisme}
5;Piotr Kropotkin;déjà liée;;Q5752;Pierre Kropotkine;1842;1921;RU;;biblio+metier;Q5752 {biblio+metier}
6;Serge Latouche;acceptée;oui;Q1095066;Serge Latouche;1940;;FR;;biblio+metier;Q1095066 {biblio+metier}
8;Daniel Guérin;acceptée;oui;Q465156;Daniel Guérin;1904;1988;FR;fr;biblio+metier;Q465156 {biblio+metier} | Q55367561 | Q65584351 [naissance 1954 ≠ 1904, mort 2025 ≠ 1988] | Q65584353 [naissance 1951 ≠ 1904] | Q65584352 [naissance 1947 ≠ 1904] {biblio} | Q63764497 [naissance 1963 ≠ 1904, né 1963, publié dès 1968]
9;Noam Chomsky;acceptée;oui;Q9049;Noam Chomsky;1928;;US;en;biblio+metier;Q9049 {biblio+metier}
10;Murray Bookchin;acceptée;oui;Q315910;Murray Bookchin;1921;2006;US;en;biblio+metier;Q315910 {biblio+metier}
11;Abraham Guillén;déjà liée;oui;Q205381;Abraham Guillén;1913;1993;ES;es;biblio+metier+anarchisme;Q205381 {biblio+metier+anarchisme}
12;Frank Mintz;acceptée;oui;Q3082722;Frank Mintz;1941;;FR;fr;biblio+metier;Q3082722 {biblio+metier} | Q141055119 [naissance 1947 ≠ 1941] {biblio+metier}
13;Michael Albert;acceptée;oui;Q742079;Michael Albert;1947;;US;en;biblio+metier;Q742079 {biblio+metier} | Q1176646 [naissance 1836 ≠ 1947] {biblio+metier} | Q20753154 [naissance 1836 ≠ 1947] {biblio} | Q6830854 [naissance 1962 ≠ 1947] {biblio} | Q22003062 [naissance 1966 ≠ 1947] {biblio} | Q112447398 [naissance 1951 ≠ 1947] {biblio} | Q102876314
14;Pablo Ortellado;acceptée;oui;Q48872574;Pablo Ortellado;;;BR;;biblio+metier;Q48872574 {biblio+metier}
15;Neno Vasco;contradiction;;;;;;;;;Q10336169 [mort 1923 ≠ 1920] {biblio+metier}
16;José Oiticica;acceptée;oui;Q6293593;José Oiticica;1882;1957;BR;pt;biblio+metier;Q22114000 [naissance 1906 ≠ 1882, mort 1964 ≠ 1957] {biblio} | Q6293593 {biblio+metier}
17;Guillaume Goutte;à relire (un seul signal);;Q116182511;Guillaume Goutte;;;;fr;biblio;Q116182511 {biblio}
18;Fabiano de Oliveira Bringel;introuvable;;;;;;;;;
19;Cátia de Oliveira Macedo;introuvable;;;;;;;;;
21;Floréal Romero;à relire (un seul signal);;Q130289935;Floreal M. Romero;;;ES;;biblio;Q130289935 {biblio}
22;Vincent Gerber;à relire (un seul signal);;Q130289932;Vincent Gerber;;;CH;fr;biblio;Q130289932 {biblio}
23;Marianne Enckell;acceptée;oui;Q15407366;Marianne Enckell;1944;;CH;;biblio+metier+anarchisme;Q15407366 {biblio+metier+anarchisme}
24;Diego Abad De Santillán;acceptée;oui;Q952737;Diego Abad de Santillán;1897;1983;ES;es;biblio+metier+anarchisme;Q952737 {biblio+metier+anarchisme}
25;Karl Marx;acceptée;oui;Q9061;Karl Marx;1818;1883;;de;biblio+metier;Q9061 {biblio+metier} | Q16062483 [naissance 1857 ≠ 1818, mort 1891 ≠ 1883] | Q1732309 [naissance 1929 ≠ 1818, mort 2008 ≠ 1883] {biblio+metier} | Q1732308 [naissance 1897 ≠ 1818, mort 1966 ≠ 1883] {biblio+metier} | Q882538 [naissance 1897 ≠ 1818, mort 1985 ≠ 1883] {biblio} | Q1732312 [naissance 1844 ≠ 1818, mort 1914 ≠ 1883] {biblio} | Q109536209 [naissance 1832 ≠ 1818, mort 1890 ≠ 1883] {biblio+metier}
26;Friedrich Engels;acceptée;oui;Q34787;Friedrich Engels;1820;1895;DE;de;biblio+metier;Q34787 {biblio+metier} | Q1458971 [naissance 1796 ≠ 1820, mort 1860 ≠ 1895] {biblio}
27;Paul Boino;introuvable;;;;;;;;;
28;Paulo Olivio Correa de Aquino Júnior;introuvable;;;;;;;;;
29;Pierre-Joseph Proudhon;acceptée;oui;Q5749;Pierre-Joseph Proudhon;1809;1865;FR;fr;biblio+metier+anarchisme;Q5749 {biblio+metier+anarchisme}
30;Osvaldo Bayer;acceptée;oui;Q366890;Osvaldo Bayer;1927;2018;AR;es;biblio+metier;Q366890 {biblio+metier}
32;Lorenzo Kom'boa Ervin;acceptée;oui;Q1614124;Lorenzo Kom'boa Ervin;1947;;US;en;biblio+metier;Q1614124 {biblio+metier}
33;Juan Carlos Mechoso;acceptée;oui;Q94363445;Juan C. Mechoso;1935;2022;UY;es;biblio+metier+anarchisme;Q94363445 {biblio+metier+anarchisme}
34;Edson Passetti;introuvable;;;;;;;;;
36;Ronald Creagh;acceptée;oui;Q3441508;Ronald Creagh;1929;2023;;;biblio+metier;Q3441508 {biblio+metier}
37;Eduardo Colombo;acceptée;oui;Q18419954;Eduardo Colombo;1929;2018;AR;;biblio+metier;Q18419954 {biblio+metier}
38;Carlo Aldegheri;déjà liée;;Q105620548;Carlo Aldegheri;1902;1995;IT;;biblio;Q105620548 {biblio}
39;Victor Serge;acceptée;oui;Q362009;Victor Serge;1890;1947;;fr;biblio+metier;Q362009 {biblio+metier}
40;Max Nettlau;acceptée;oui;Q77339;Max Nettlau;1865;1944;;de;biblio+metier+anarchisme;Q77339 {biblio+metier+anarchisme}
41;Edgard Leuenroth;acceptée;oui;Q729564;Edgard Leuenroth;1881;1968;BR;pt;biblio+metier;Q729564 {biblio+metier}
42;Edgar Rodrigues;acceptée;oui;Q10270177;Edgar Rodrigues;1921;2009;PT;pt;biblio+metier;Q10270177 {biblio+metier} | Q27530786 [naissance 1982 ≠ 1921, né 1982, publié dès 1959]
43;Maurício Tragtenberg;acceptée;oui;Q10327679;Maurício Tragtenberg;1929;1998;BR;;biblio+metier;Q10327679 {biblio+metier}
44;Felipe Corrêa;déjà liée;;Q90127525;Felipe Corrêa;;;;;chercheur;Q90127525 {chercheur}
45;Ursula Kroeber Le Guin;acceptée;oui;Q181659;Ursula K. Le Guin;1929;2018;US;en;biblio+metier;Q181659 {biblio+metier}
46;Maria Lacerda De Moura;acceptée;oui;Q3030431;Maria Lacerda de Moura;;1945;BR;pt;biblio+metier+anarchisme;Q3030431 {biblio+metier+anarchisme}
48;Rafael Viana Da Silva;introuvable;;;;;;;;;
51;René Berthier;acceptée;oui;Q15407392;René Berthier;1946;;FR;;biblio+metier;Q3425837 [naissance 1912 ≠ 1946] {biblio} | Q110089817 [naissance 1927 ≠ 1946] {biblio} | Q15407392 {biblio+metier}
52;Emma Goldman;déjà liée;oui;Q79969;Emma Goldman;1869;1940;LT;en;biblio+metier+anarchisme;Q79969 {biblio+metier+anarchisme}
53;Frédéric Antonini;introuvable;;;;;;;;;
10004;Henri Arvon;contradiction;;;;;;;;;Q3130577 [naissance 1914 ≠ 1921, mort 1992 ≠ 2011] {biblio+metier}
10005;Paul Avrich;acceptée;oui;Q952181;Paul Avrich;1931;2006;US;en;biblio+metier+anarchisme;Q952181 {biblio+metier+anarchisme}
10006;Alexander Berkman;déjà liée;oui;Q195390;Alexandre Berkman;1870;1936;LT;en;biblio+metier+anarchisme;Q195390 {biblio+metier+anarchisme}
10007;Pierre Besnard;acceptée;oui;Q3383974;Pierre Besnard;1886;1947;FR;fr;biblio+metier;Q3383974 {biblio+metier} | Q3383969 [naissance 1966 ≠ 1886] | Q3383970 [naissance 1741 ≠ 1886, mort 1808 ≠ 1947] {biblio} | Q112419350 [naissance 1936 ≠ 1886, mort 2022 ≠ 1947] {biblio+metier} | Q137538477 | Q137538478
10009;Plínio Augusto Coelho;introuvable;;;;;;;;;
10010;Michel Foucault;acceptée;oui;Q44272;Michel Foucault;1926;1984;FR;fr;biblio+metier;Q44272 {biblio+metier}
10012;David Graeber;acceptée;oui;Q1174579;David Graeber;1961;2020;US;en;biblio+metier;Q1174579 {biblio+metier} | Q138649355 [naissance 1928 ≠ 1961, mort 2010 ≠ 2020]
10013;José Ingenieros;acceptée;oui;Q733019;José Ingenieros;1877;1925;AR;es;biblio+metier;Q733019 {biblio+metier}
10014;Maurice Joyeux;acceptée;oui;Q3300969;Maurice Joyeux;1910;1991;FR;;biblio+metier;Q3300969 {biblio+metier} | Q107108588 [naissance 1954 ≠ 1910] {biblio}
10015;Gaston Leval;acceptée;oui;Q2718613;Gaston Leval;1895;1978;FR;;biblio+metier+anarchisme;Q2718613 {biblio+metier+anarchisme}
10017;Alexander Sutherland Neill;déjà liée;;Q316792;Alexander Sutherland Neill;1883;1973;GB;;biblio+metier;Q316792 {biblio+metier}
10018;José Peirats;déjà liée;oui;Q966715;José Peirats Valls;1908;1989;ES;es;biblio+metier+anarchisme;Q966715 {biblio+metier+anarchisme}
10019;Herbert Read;acceptée;oui;Q460061;Herbert Read;1893;1968;GB;en;biblio+metier+anarchisme;Q460061 {biblio+metier+anarchisme}
10020;Rudolf Rocker;acceptée;oui;Q213562;Rudolf Rocker;1873;1958;DE;de;biblio+metier+anarchisme;Q213562 {biblio+metier+anarchisme}
10021;Alexandre Ribeiro Samis;introuvable;;;;;;;;;
10022;Afonso Schmidt;déjà liée;oui;Q4689387;Afonso Schmidt;1890;1964;BR;pt;biblio+metier;Q4689387 {biblio+metier}
10023;Lev Tolstói;déjà liée;oui;Q7243;Léon Tolstoï;1828;1910;RU;ru;biblio+metier;Q7243 {biblio+metier}
10024;Ivan Illich;acceptée;oui;Q84186;Ivan Illich;1926;2002;AT;pt;biblio+metier;Q84186 {biblio+metier}
10025;Onésime Reclus;acceptée;oui;Q2618343;Onésime Reclus;1837;1916;FR;fr;biblio+metier;Q2618343 {biblio+metier}
10026;Élie Reclus;acceptée;oui;Q1227381;Élie Reclus;1827;1904;FR;fr;biblio+metier+anarchisme;Q1227381 {biblio+metier+anarchisme}
10027;Ángel Cappelletti;déjà liée;oui;Q8076816;Ángel J. Cappelletti;1927;1995;AR;es;biblio+metier;Q8076816 {biblio+metier}
10028;Carlos Díaz;acceptée;oui;Q8263867;Carlos Díaz;1944;;ES;es;biblio+metier;Q5750175 | Q20630937 [naissance 1993 ≠ 1944, né 1993, publié dès 1977] | Q8263867 {biblio+metier} | Q5042003 [naissance 1970 ≠ 1944, né 1970, publié dès 1977] | Q2939327 [naissance 1955 ≠ 1944] {biblio} | Q5042002 [naissance 1982 ≠ 1944, né 1982, publié dès 1977] | Q5749564 [naissance 1974 ≠ 1944, né 1974, publié dès 1977] | Q16204039 [naissance 1970 ≠ 1944, né 1970, publié dès 1977]
10029;Nestor Makhno;acceptée;oui;Q47900;Nestor Makhno;1888;1934;UA;;biblio+metier;Q47900 {biblio+metier}
10030;Rafael Barrett;acceptée;oui;Q353806;Rafael Barrett;1876;1910;ES;es;biblio+metier;Q353806 {biblio+metier}
10031;Luigi Fabbri;acceptée;oui;Q2569930;Luigi Fabbri;1877;1935;IT;it;biblio+metier+anarchisme;Q2569930 {biblio+metier+anarchisme} | Q18223322 [naissance 1888 ≠ 1877, mort 1966 ≠ 1935] {biblio} | Q15120158 [naissance 1949 ≠ 1877, né 1949, publié dès 1921] {biblio}
10032;Paul Goodman;acceptée;oui;Q943567;Paul Goodman;1911;1972;US;en;biblio+metier+anarchisme;Q943567 {biblio+metier+anarchisme} | Q7150945 [naissance 1959 ≠ 1911, né 1959, publié dès 1960] {biblio+metier} | Q7150944 [naissance 1905 ≠ 1911, mort 1959 ≠ 1972] | Q74496161 [naissance 1875 ≠ 1911, mort 1949 ≠ 1972] {biblio+metier} | Q7150943 | Q74496194 [naissance 1934 ≠ 1911, mort 1995 ≠ 1972] {biblio+metier} | Q7150942 [naissance 1943 ≠ 1911] | Q112544662 [naissance 1974 ≠ 1911, né 1974, publié dès 1960] {biblio} | Q42364173 {chercheur}
10033;Georges Gurvitch;acceptée;oui;Q1996730;Georges Gurvitch;1894;1965;RU;;biblio+metier;Q1996730 {biblio+metier}
10034;Rosa Luxemburgo;acceptée;oui;Q7231;Rosa Luxemburg;1871;1919;PL;de;biblio+metier;Q7231 {biblio+metier}
10035;Ricardo Mella;acceptée;oui;Q3049391;Ricardo Mella;1861;1925;ES;es;biblio+metier+anarchisme;Q3049391 {biblio+metier+anarchisme}
10037;E. P. Thompson;acceptée;oui;Q434160;E. P. Thompson;1924;1993;GB;;biblio+metier;Q434160 {biblio+metier} | Q111230853 [naissance 1852 ≠ 1924, mort 1905 ≠ 1993]
10038;Nicolas Walter;acceptée;oui;Q7029863;Nicolas Walter;1934;2000;GB;;biblio+metier+anarchisme;Q7029863 {biblio+metier+anarchisme} | Q64645575 {chercheur}
10039;Colin Ward;acceptée;oui;Q1108751;Colin Ward;1924;2010;GB;en;biblio+metier+anarchisme;Q1108751 {biblio+metier+anarchisme} | Q5145654 [naissance 1960 ≠ 1924] | Q67191924 [naissance 1943 ≠ 1924, mort 2017 ≠ 2010] {biblio} | Q5145656 [naissance 1970 ≠ 1924] | Q5145655 [naissance 1971 ≠ 1924] | Q57892061 [naissance 1945 ≠ 1924, mort 2018 ≠ 2010] {biblio} | Q22987791 | Q75353375 [naissance 1977 ≠ 1924, né 1977, publié dès 1982]
10040;Maurizio Antonioli;contradiction;;;;;;;;;Q56326491 [naissance 1945 ≠ 1950] {biblio}
10041;Émile Armand;déjà liée;oui;Q274891;E. Armand;1872;1962;FR;fr;biblio+metier+anarchisme;Q274891 {biblio+metier+anarchisme}
10042;Machado de Assis;déjà liée;oui;Q311145;Joaquim Maria Machado de Assis;1839;1908;BR;pt;biblio+metier;Q311145 {biblio+metier}
10043;Luiz Büchner;introuvable;;;;;;;;;
10045;Maria Luiza Tucci Carneiro;contradiction;;;;;;;;;Q113821955 [naissance 1949 ≠ 1960] {biblio+metier}
10046;Jacinto Cimazo;contradiction;;;;;;;;;Q5924491 [naissance 1907 ≠ 1904, mort 1997 ≠ 1989] {biblio+metier}
10047;Sam Dolgoff;acceptée;oui;Q2467449;Sam Dolgoff;1902;1990;US;en;biblio+anarchisme;Q2467449 {biblio+anarchisme}
10048;Luce Fabbri;déjà liée;oui;Q459233;Luce Fabbri;1908;2000;IT;es;biblio+metier;Q459233 {biblio+metier}
10049;Sébastien Faure;déjà liée;oui;Q1375013;Sébastien Faure;1858;1942;FR;fr;biblio+metier+anarchisme;Q1375013 {biblio+metier+anarchisme}
10050;Carlos da Fonseca;introuvable;;;;;;;;;
10051;Sílvio Gallo;déjà liée;oui;Q10371585;Silvio Gallo;1963;;BR;pt;biblio;Q10371585 {biblio}
10053;Arthur Lehning;acceptée;oui;Q710368;Arthur Lehning;1899;2000;NL;nl;biblio+metier;Q710368 {biblio+metier}
10054;Lily Litvak;contradiction;;;;;;;;;Q108916105 [naissance 1938 ≠ 1943] {biblio+metier} | Q231376 [naissance 1921 ≠ 1943] {biblio}
10055;Jean Maitron;acceptée;oui;Q3173331;Jean Maitron;1910;1987;FR;fr;biblio+metier;Q3173331 {biblio+metier}
10057;Louise Michel;acceptée;oui;Q216092;Louise Michel;1830;1905;FR;fr;biblio+metier+anarchisme;Q216092 {biblio+metier+anarchisme} | Q116027125
10058;Brian Morris;acceptée;oui;Q4964812;Brian Morris;1936;;GB;en;biblio+metier+anarchisme;Q4964814 [naissance 1963 ≠ 1936] {biblio+metier} | Q16732884 [naissance 1950 ≠ 1936] {biblio} | Q4964812 {biblio+metier+anarchisme} | Q16732883 [naissance 1939 ≠ 1936] {biblio} | Q100887838 | Q4964811 [naissance 1930 ≠ 1936, mort 2001 ≠ 2022] {biblio+metier} | Q100887837 | Q100887836 | Q94412505 [naissance 1953 ≠ 1936] {biblio} | Q53996919 {chercheur}
10059;Cristina Escrivá Moscardó;contradiction;;;;;;;;;Q26836117 [naissance 1959 ≠ 1963] | Q136982914 [naissance 1959 ≠ 1963] {biblio}
10060;Roberto das Neves;contradiction;;;;;;;;;Q12354595 [mort 1981 ≠ 1979] {biblio}
10061;José Prat;acceptée;oui;Q9014685;Josep Prat;1866;1932;ES;es;biblio+metier;Q9014685 {biblio+metier} | Q2838948 [naissance 1911 ≠ 1867, mort 1988 ≠ 1932] | Q3393539 [naissance 1905 ≠ 1867, mort 1994 ≠ 1932] {biblio+metier}
10062;Fernando Quesada;contradiction;;;;;;;;;Q15711162 [naissance 1994 ≠ 1910, né 1994, publié dès 1974] | Q24703763 [naissance 1933 ≠ 1910, mort 2016 ≠ 1976] {biblio+metier} | Q84049935 {chercheur}
10063;Jorge E. Silva;introuvable;;;;;;;;;
10064;Pedro Ferreira da Silva;à relire (un seul signal);;Q64854243;Pedro Manuel Vieira de Castro Ferreira da Silva;;;;;biblio+chercheur;Q10347461 | Q64854243 {biblio+chercheur}
10065;Ênio Silveira;acceptée;oui;Q10396371;Ênio Silveira;1925;1996;BR;;biblio+metier;Q10396371 {biblio+metier}
